-0.546;10.785;-27.551;-0.452;13.14;-27.318;-1.757;5.411;-26.95;-1.62;1.033;-28.958;-0.357;15.242;-27.711;-0.391;16.163;-26.246;-0.564;10.14;-27.234;0.515;9.794;-27.227;1.932;12.004;-27.357;2.018;9.562;-27.045;-1.638;9.797;-27.346;-1.757;5.411;-26.95;-0.452;13.14;-27.318;-0.357;15.242;-27.711;1.429;14.904;-27.167;1.932;12.004;-27.357;-0.564;10.14;-27.234;-1.638;9.797;-27.346;0.089;14.741;-26.767;1.429;14.904;-27.167;-1.046;14.765;-26.912;-2.395;14.705;-27.31;0.515;9.794;-27.227;0.253;5.398;-27.163;-2.395;14.705;-27.31;-3.124;11.935;-27.299;-3.124;11.935;-27.299;-3.288;9.514;-26.622;0.253;5.398;-27.163;0.131;0.973;-29.142;-0.564;10.14;-27.234;-0.546;10.785;-27.551
-0.496;10.759;-27.458;-0.402;13.111;-27.195;-1.709;5.407;-26.67;-1.588;1.121;-28.87;-0.304;15.217;-27.562;-0.358;16.125;-26.09;-0.515;10.114;-27.141;0.564;9.768;-27.129;2.011;11.987;-27.235;2.095;9.543;-26.937;-1.589;9.77;-27.257;-1.709;5.407;-26.67;-0.402;13.111;-27.195;-0.304;15.217;-27.562;1.474;14.877;-26.999;2.011;11.987;-27.235;-0.515;10.114;-27.141;-1.589;9.77;-27.257;0.13;14.705;-26.619;1.474;14.877;-26.999;-1.003;14.73;-26.778;-2.347;14.676;-27.193;0.564;9.768;-27.129;0.287;5.372;-27.144;-2.347;14.676;-27.193;-3.082;11.907;-27.19;-3.082;11.907;-27.19;-3.252;9.49;-26.503;0.287;5.372;-27.144;0.136;0.958;-29.146;-0.515;10.114;-27.141;-0.496;10.759;-27.458
-0.46;10.743;-27.35;-0.36;13.091;-27.056;-1.676;5.43;-26.329;-1.563;1.225;-28.681;-0.251;15.202;-27.396;-0.325;16.095;-25.915;-0.481;10.099;-27.032;0.598;9.753;-27.015;2.081;11.97;-27.094;2.156;9.524;-26.814;-1.554;9.755;-27.154;-1.676;5.43;-26.329;-0.36;13.091;-27.056;-0.251;15.202;-27.396;1.519;14.851;-26.809;2.081;11.97;-27.094;-0.481;10.099;-27.032;-1.554;9.755;-27.154;0.168;14.677;-26.452;1.519;14.851;-26.809;-0.962;14.708;-26.627;-2.3;14.662;-27.062;0.598;9.753;-27.015;0.314;5.358;-27.121;-2.3;14.662;-27.062;-3.045;11.896;-27.086;-3.045;11.896;-27.086;-3.23;9.477;-26.409;0.314;5.358;-27.121;0.14;0.956;-29.147;-0.481;10.099;-27.032;-0.46;10.743;-27.35
-0.434;10.741;-27.219;-0.325;13.084;-26.892;-1.631;5.488;-25.935;-1.475;1.306;-28.325;-0.203;15.198;-27.204;-0.303;16.076;-25.716;-0.457;10.097;-26.901;0.622;9.75;-26.877;2.143;11.962;-26.905;2.2;9.515;-26.628;-1.529;9.753;-27.029;-1.631;5.488;-25.935;-0.325;13.084;-26.892;-0.203;15.198;-27.204;1.557;14.835;-26.587;2.143;11.962;-26.905;-0.457;10.097;-26.901;-1.529;9.753;-27.029;0.199;14.661;-26.26;1.557;14.835;-26.587;-0.929;14.697;-26.453;-2.259;14.66;-26.912;0.622;9.75;-26.877;0.339;5.36;-27.095;-2.259;14.66;-26.912;-3.013;11.897;-26.976;-3.013;11.897;-26.976;-3.222;9.473;-26.327;0.339;5.36;-27.095;0.142;0.97;-29.144;-0.457;10.097;-26.901;-0.434;10.741;-27.219
-0.42;10.752;-27.067;-0.296;13.088;-26.697;-1.605;5.582;-25.505;-1.381;1.336;-27.773;-0.163;15.207;-26.975;-0.286;16.069;-25.48;-0.445;10.108;-26.749;0.633;9.762;-26.718;2.199;11.964;-26.67;2.225;9.519;-26.376;-1.517;9.765;-26.883;-1.605;5.582;-25.505;-0.296;13.088;-26.697;-0.163;15.207;-26.975;1.589;14.83;-26.329;2.199;11.964;-26.67;-0.445;10.108;-26.749;-1.517;9.765;-26.883;0.224;14.653;-26.034;1.589;14.83;-26.329;-0.901;14.696;-26.243;-2.226;14.673;-26.718;0.633;9.762;-26.718;0.361;5.379;-27.068;-2.226;14.673;-26.718;-2.987;11.915;-26.862;-2.987;11.915;-26.862;-3.223;9.473;-26.293;0.361;5.379;-27.068;0.143;1.002;-29.143;-0.445;10.108;-26.749;-0.42;10.752;-27.067
-0.405;10.759;-26.889;-0.266;13.085;-26.465;-1.6;5.684;-25.073;-1.303;1.311;-27.075;-0.127;15.208;-26.702;-0.286;16.054;-25.2;-0.433;10.116;-26.57;0.645;9.769;-26.531;2.262;11.971;-26.369;2.249;9.529;-26.049;-1.503;9.772;-26.712;-1.6;5.684;-25.073;-0.266;13.085;-26.465;-0.127;15.208;-26.702;1.614;14.827;-26.012;2.262;11.971;-26.369;-0.433;10.116;-26.57;-1.503;9.772;-26.712;0.242;14.638;-25.764;1.614;14.827;-26.012;-0.879;14.685;-25.993;-2.196;14.676;-26.489;0.645;9.769;-26.531;0.385;5.4;-27.028;-2.196;14.676;-26.489;-2.965;11.927;-26.722;-2.965;11.927;-26.722;-3.235;9.468;-26.246;0.385;5.4;-27.028;0.147;1.043;-29.144;-0.433;10.116;-26.57;-0.405;10.759;-26.889
-0.406;10.742;-26.695;-0.254;13.057;-26.218;-1.615;5.775;-24.637;-1.254;1.202;-26.112;-0.113;15.183;-26.418;-0.292;16.015;-24.911;-0.435;10.098;-26.376;0.642;9.751;-26.332;2.301;11.947;-26.047;2.24;9.515;-25.662;-1.505;9.755;-26.522;-1.615;5.775;-24.637;-0.254;13.057;-26.218;-0.113;15.183;-26.418;1.623;14.797;-25.706;2.301;11.947;-26.047;-0.435;10.098;-26.376;-1.505;9.755;-26.522;0.247;14.597;-25.487;1.623;14.797;-25.706;-0.871;14.649;-25.725;-2.186;14.657;-26.229;0.642;9.751;-26.332;0.4;5.4;-26.973;-2.186;14.657;-26.229;-2.965;11.921;-26.558;-2.965;11.921;-26.558;-3.269;9.447;-26.192;0.4;5.4;-26.973;0.15;1.071;-29.143;-0.435;10.098;-26.376;-0.406;10.742;-26.695
-0.413;10.696;-26.469;-0.253;12.999;-25.939;-1.643;5.828;-24.217;-1.262;1.096;-25.042;-0.117;15.129;-26.101;-0.308;15.948;-24.589;-0.442;10.053;-26.15;0.636;9.706;-26.107;2.322;11.894;-25.686;2.213;9.479;-25.21;-1.512;9.71;-26.296;-1.643;5.828;-24.217;-0.253;12.999;-25.939;-0.117;15.129;-26.101;1.618;14.742;-25.382;2.322;11.894;-25.686;-0.442;10.053;-26.15;-1.512;9.71;-26.296;0.242;14.528;-25.179;1.618;14.742;-25.382;-0.876;14.581;-25.42;-2.191;14.605;-25.923;0.636;9.706;-26.107;0.408;5.378;-26.891;-2.191;14.605;-25.923;-2.977;11.885;-26.359;-2.977;11.885;-26.359;-3.312;9.4;-26.127;0.408;5.378;-26.891;0.146;1.091;-29.142;-0.442;10.053;-26.15;-0.413;10.696;-26.469
-0.428;10.627;-26.202;-0.266;12.919;-25.628;-1.675;5.847;-23.791;-1.309;1.044;-23.924;-0.139;15.052;-25.76;-0.34;15.859;-24.243;-0.456;9.983;-25.883;0.622;9.637;-25.843;2.324;11.819;-25.287;2.17;9.427;-24.715;-1.527;9.64;-26.025;-1.675;5.847;-23.791;-0.266;12.919;-25.628;-0.139;15.052;-25.76;1.596;14.666;-25.034;2.324;11.819;-25.287;-0.456;9.983;-25.883;-1.527;9.64;-26.025;0.219;14.439;-24.845;1.596;14.666;-25.034;-0.898;14.491;-25.089;-2.211;14.527;-25.595;0.622;9.637;-25.843;0.406;5.336;-26.768;-2.211;14.527;-25.595;-2.991;11.825;-26.139;-2.991;11.825;-26.139;-3.353;9.334;-26.049;0.406;5.336;-26.768;0.138;1.108;-29.128;-0.456;9.983;-25.883;-0.428;10.627;-26.202
-0.455;10.547;-25.89;-0.294;12.83;-25.279;-1.702;5.839;-23.35;-1.363;1.054;-22.891;-0.178;14.965;-25.388;-0.38;15.759;-23.864;-0.48;9.903;-25.572;0.599;9.557;-25.543;2.309;11.734;-24.849;2.119;9.371;-24.177;-1.551;9.56;-25.703;-1.702;5.839;-23.35;-0.294;12.83;-25.279;-0.178;14.965;-25.388;1.56;14.58;-24.661;2.309;11.734;-24.849;-0.48;9.903;-25.572;-1.551;9.56;-25.703;0.184;14.344;-24.48;1.56;14.58;-24.661;-0.933;14.392;-24.723;-2.247;14.438;-25.227;0.599;9.557;-25.543;0.393;5.288;-26.611;-2.247;14.438;-25.227;-3.026;11.752;-25.848;-3.026;11.752;-25.848;-3.414;9.264;-25.869;0.393;5.288;-26.611;0.119;1.142;-29.11;-0.48;9.903;-25.572;-0.455;10.547;-25.89
