bvh/mocap/newMocapBVHs/clip-attention-check28.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check14.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check35.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check21.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check48.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check6.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check2.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check39.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check1.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check46.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check34.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check24.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check8.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check40.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check5.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check25.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check17.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check12.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check29.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check11.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check22.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check37.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check7.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check10.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check23.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
bvh/mocap/newMocapBVHs/clip-attention-check36.txt;bvh/mocap/newMocapBVHs/clip27.txt;mocap_left
