right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z
-1.813;14.915;0.199;-2.636;12.185;-0.071;-1.079;10.007;-0.046;-0.991;5.693;0.835;0.0;10.351;0.0;-1.079;10.007;-0.046;2.033;15.14;0.055;2.651;12.302;-0.46;0.086;13.351;-0.123;0.162;15.477;-0.367;0.711;14.903;0.477;2.033;15.14;0.055;0.162;15.477;-0.367;0.194;16.343;1.131;2.651;12.302;-0.46;2.585;9.93;0.201;-2.636;12.185;-0.071;-2.819;9.72;0.414;0.0;10.351;0.0;-0.0;10.993;-0.324;1.077;10.004;-0.053;0.772;5.624;-0.4;-0.0;10.993;-0.324;0.086;13.351;-0.123;-0.433;14.943;0.472;-1.813;14.915;0.199;-0.991;5.693;0.835;-1.235;1.522;-1.567;0.772;5.624;-0.4;0.443;1.17;-2.289;0.0;10.351;0.0;1.077;10.004;-0.053
-1.757;14.909;0.373;-2.578;12.184;0.059;-1.033;10.007;0.109;-0.885;5.762;1.275;0.045;10.35;0.158;-1.033;10.007;0.109;2.094;15.136;0.333;2.76;12.304;-0.151;0.147;13.346;0.077;0.231;15.474;-0.138;0.76;14.889;0.71;2.094;15.136;0.333;0.231;15.474;-0.138;0.242;16.326;1.368;2.76;12.304;-0.151;2.687;9.934;0.517;-2.578;12.184;0.059;-2.785;9.713;0.507;0.045;10.35;0.158;0.046;10.992;-0.166;1.123;10.003;0.108;0.794;5.634;-0.344;0.046;10.992;-0.166;0.147;13.346;0.077;-0.383;14.931;0.68;-1.757;14.909;0.373;-0.885;5.762;1.275;-1.08;1.646;-1.225;0.794;5.634;-0.344;0.421;1.205;-2.281;0.045;10.35;0.158;1.123;10.003;0.108
-1.71;14.918;0.568;-2.529;12.198;0.206;-1.001;10.022;0.247;-0.819;5.873;1.715;0.077;10.366;0.303;-1.001;10.022;0.247;2.143;15.139;0.587;2.821;12.308;0.112;0.194;13.355;0.271;0.286;15.486;0.091;0.803;14.886;0.937;2.143;15.139;0.587;0.286;15.486;0.091;0.289;16.316;1.61;2.821;12.308;0.112;2.724;9.94;0.784;-2.529;12.198;0.206;-2.753;9.72;0.603;0.077;10.366;0.303;0.081;11.007;-0.021;1.155;10.019;0.262;0.836;5.662;-0.304;0.081;11.007;-0.021;0.194;13.355;0.271;-0.34;14.932;0.892;-1.71;14.918;0.568;-0.819;5.873;1.715;-0.881;1.665;-0.633;0.836;5.662;-0.304;0.451;1.253;-2.286;0.077;10.366;0.303;1.155;10.019;0.262
-1.664;14.91;0.843;-2.485;12.202;0.399;-0.972;10.019;0.44;-0.77;5.981;2.187;0.106;10.363;0.499;-0.972;10.019;0.44;2.186;15.121;0.894;2.877;12.293;0.426;0.238;13.342;0.527;0.335;15.477;0.396;0.845;14.857;1.231;2.186;15.121;0.894;0.335;15.477;0.396;0.338;16.285;1.926;2.877;12.293;0.426;2.755;9.935;1.128;-2.485;12.202;0.399;-2.727;9.714;0.709;0.106;10.363;0.499;0.111;11.004;0.174;1.184;10.015;0.461;0.865;5.678;-0.235;0.111;11.004;0.174;0.238;13.342;0.527;-0.297;14.906;1.18;-1.664;14.91;0.843;-0.77;5.981;2.187;-0.7;1.575;0.236;0.865;5.678;-0.235;0.451;1.3;-2.28;0.106;10.363;0.499;1.184;10.015;0.461
-1.629;14.887;1.132;-2.447;12.192;0.611;-0.942;10.002;0.661;-0.727;6.07;2.636;0.136;10.345;0.723;-0.942;10.002;0.661;2.219;15.101;1.227;2.936;12.277;0.77;0.278;13.316;0.806;0.374;15.452;0.714;0.876;14.818;1.542;2.219;15.101;1.227;0.374;15.452;0.714;0.367;16.245;2.252;2.936;12.277;0.77;2.785;9.932;1.508;-2.447;12.192;0.611;-2.707;9.697;0.832;0.136;10.345;0.723;0.141;10.986;0.399;1.214;9.998;0.689;0.894;5.684;-0.144;0.141;10.986;0.399;0.278;13.316;0.806;-0.266;14.867;1.482;-1.629;14.887;1.132;-0.727;6.07;2.636;-0.505;1.465;1.234;0.894;5.684;-0.144;0.457;1.351;-2.275;0.136;10.345;0.723;1.214;9.998;0.689
-1.599;14.832;1.455;-2.414;12.152;0.856;-0.914;9.949;0.919;-0.701;6.11;3.067;0.164;10.293;0.98;-0.914;9.949;0.919;2.245;15.045;1.58;2.991;12.222;1.161;0.312;13.253;1.115;0.405;15.391;1.059;0.903;14.744;1.88;2.245;15.045;1.58;0.405;15.391;1.059;0.395;16.169;2.604;2.991;12.222;1.161;2.814;9.901;1.966;-2.414;12.152;0.856;-2.692;9.652;0.983;0.164;10.293;0.98;0.169;10.934;0.655;1.242;9.945;0.943;0.926;5.659;-0.02;0.169;10.934;0.655;0.312;13.253;1.115;-0.238;14.792;1.813;-1.599;14.832;1.455;-0.701;6.11;3.067;-0.37;1.354;2.361;0.926;5.659;-0.02;0.473;1.377;-2.252;0.164;10.293;0.98;1.242;9.945;0.943
-1.579;14.76;1.825;-2.389;12.097;1.148;-0.893;9.883;1.223;-0.685;6.115;3.495;0.186;10.226;1.274;-0.893;9.883;1.223;2.262;14.97;1.943;3.022;12.146;1.56;0.333;13.177;1.457;0.422;15.316;1.434;0.923;14.657;2.244;2.262;14.97;1.943;0.422;15.316;1.434;0.42;16.071;2.991;3.022;12.146;1.56;2.824;9.85;2.431;-2.389;12.097;1.148;-2.68;9.596;1.171;0.186;10.226;1.274;0.187;10.868;0.95;1.263;9.879;1.227;0.932;5.626;0.131;0.187;10.868;0.95;0.333;13.177;1.457;-0.219;14.703;2.18;-1.579;14.76;1.825;-0.685;6.115;3.495;-0.291;1.312;3.495;0.932;5.626;0.131;0.453;1.432;-2.255;0.186;10.226;1.274;1.263;9.879;1.227
-1.569;14.671;2.217;-2.366;12.022;1.475;-0.875;9.797;1.577;-0.657;6.079;3.928;0.204;10.14;1.617;-0.875;9.797;1.577;2.272;14.873;2.348;3.039;12.046;2.002;0.347;13.083;1.839;0.432;15.222;1.838;0.932;14.555;2.643;2.272;14.873;2.348;0.432;15.222;1.838;0.432;15.965;3.401;3.039;12.046;2.002;2.819;9.77;2.919;-2.366;12.022;1.475;-2.67;9.523;1.404;0.204;10.14;1.617;0.203;10.782;1.293;1.281;9.793;1.557;0.943;5.571;0.347;0.203;10.782;1.293;0.347;13.083;1.839;-0.209;14.601;2.576;-1.569;14.671;2.217;-0.657;6.079;3.928;-0.204;1.317;4.514;0.943;5.571;0.347;0.463;1.486;-2.221;0.204;10.14;1.617;1.281;9.793;1.557
-1.57;14.584;2.645;-2.348;11.943;1.854;-0.863;9.715;1.98;-0.616;6.019;4.362;0.217;10.059;2.002;-0.863;9.715;1.98;2.269;14.784;2.774;3.045;11.957;2.447;0.35;12.995;2.255;0.428;15.134;2.269;0.93;14.464;3.069;2.269;14.784;2.774;0.428;15.134;2.269;0.432;15.869;3.836;3.045;11.957;2.447;2.829;9.688;3.381;-2.348;11.943;1.854;-2.66;9.448;1.701;0.217;10.059;2.002;0.21;10.701;1.681;1.293;9.712;1.925;0.938;5.522;0.611;0.21;10.701;1.681;0.35;12.995;2.255;-0.211;14.506;3.003;-1.57;14.584;2.645;-0.616;6.019;4.362;-0.109;1.315;5.277;0.938;5.522;0.611;0.455;1.596;-2.193;0.217;10.059;2.002;1.293;9.712;1.925
-1.591;14.512;3.138;-2.345;11.877;2.304;-0.865;9.647;2.454;-0.579;5.909;4.765;0.215;9.991;2.457;-0.865;9.647;2.454;2.251;14.71;3.227;3.025;11.883;2.907;0.334;12.924;2.728;0.402;15.064;2.743;0.914;14.396;3.538;2.251;14.71;3.227;0.402;15.064;2.743;0.421;15.799;4.309;3.025;11.883;2.907;2.831;9.611;3.84;-2.345;11.877;2.304;-2.656;9.389;2.064;0.215;9.991;2.457;0.202;10.634;2.137;1.289;9.644;2.358;0.923;5.472;0.994;0.202;10.634;2.137;0.334;12.924;2.728;-0.229;14.433;3.482;-1.591;14.512;3.138;-0.579;5.909;4.765;-0.044;1.193;5.599;0.923;5.472;0.994;0.458;1.755;-2.084;0.215;9.991;2.457;1.289;9.644;2.358
