right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z
-1.805;14.963;0.216;-2.646;12.235;-0.015;-1.081;10.015;-0.058;-0.891;5.681;0.706;0.0;10.351;0.0;-1.081;10.015;-0.058;2.085;15.123;0.068;2.661;12.252;-0.289;0.105;13.346;-0.053;0.185;15.444;-0.471;0.733;14.941;0.416;2.085;15.123;0.068;0.185;15.444;-0.471;0.289;16.326;1.014;2.661;12.252;-0.289;2.691;9.803;-0.025;-2.646;12.235;-0.015;-2.79;9.783;0.544;0.0;10.351;0.0;0.008;10.994;-0.32;1.075;9.997;-0.044;0.721;5.633;-0.528;0.008;10.994;-0.32;0.105;13.346;-0.053;-0.41;14.983;0.409;-1.805;14.963;0.216;-0.891;5.681;0.706;-0.902;1.556;-1.785;0.721;5.633;-0.528;0.451;1.206;-2.488;0.0;10.351;0.0;1.075;9.997;-0.044
-1.768;14.957;0.384;-2.622;12.237;0.107;-1.056;10.009;0.071;-0.814;5.748;1.161;0.024;10.345;0.137;-1.056;10.009;0.071;2.123;15.102;0.309;2.748;12.239;-0.029;0.138;13.333;0.128;0.234;15.437;-0.258;0.765;14.918;0.631;2.123;15.102;0.309;0.234;15.437;-0.258;0.327;16.314;1.23;2.748;12.239;-0.029;2.799;9.794;0.26;-2.622;12.237;0.107;-2.795;9.779;0.629;0.024;10.345;0.137;0.034;10.988;-0.184;1.1;9.99;0.101;0.74;5.638;-0.477;0.034;10.988;-0.184;0.138;13.333;0.128;-0.378;14.966;0.605;-1.768;14.957;0.384;-0.814;5.748;1.161;-0.795;1.625;-1.333;0.74;5.638;-0.477;0.451;1.233;-2.484;0.024;10.345;0.137;1.1;9.99;0.101
-1.728;14.966;0.587;-2.593;12.256;0.255;-1.038;10.02;0.218;-0.748;5.856;1.627;0.042;10.354;0.294;-1.038;10.02;0.218;2.165;15.087;0.579;2.806;12.226;0.252;0.172;13.335;0.335;0.288;15.444;-0.012;0.801;14.907;0.876;2.165;15.087;0.579;0.288;15.444;-0.012;0.371;16.314;1.481;2.806;12.226;0.252;2.842;9.784;0.569;-2.593;12.256;0.255;-2.799;9.79;0.724;0.042;10.354;0.294;0.056;10.997;-0.027;1.118;9.999;0.268;0.754;5.662;-0.41;0.056;10.997;-0.027;0.172;13.335;0.335;-0.342;14.962;0.832;-1.728;14.966;0.587;-0.748;5.856;1.627;-0.629;1.647;-0.717;0.754;5.662;-0.41;0.449;1.285;-2.476;0.042;10.354;0.294;1.118;9.999;0.268
-1.707;14.946;0.838;-2.581;12.25;0.42;-1.027;10.006;0.394;-0.719;5.96;2.109;0.052;10.34;0.477;-1.027;10.006;0.394;2.185;15.05;0.886;2.829;12.19;0.562;0.192;13.31;0.577;0.315;15.426;0.279;0.817;14.868;1.161;2.185;15.05;0.886;0.315;15.426;0.279;0.388;16.279;1.783;2.829;12.19;0.562;2.831;9.751;0.91;-2.581;12.25;0.42;-2.821;9.772;0.797;0.052;10.34;0.477;0.069;10.982;0.156;1.128;9.983;0.46;0.765;5.664;-0.325;0.069;10.982;0.156;0.192;13.31;0.577;-0.325;14.926;1.104;-1.707;14.946;0.838;-0.719;5.96;2.109;-0.478;1.555;0.17;0.765;5.664;-0.325;0.451;1.325;-2.466;0.052;10.34;0.477;1.128;9.983;0.46
-1.685;14.902;1.1;-2.566;12.221;0.611;-1.012;9.972;0.582;-0.715;6.05;2.565;0.067;10.305;0.672;-1.012;9.972;0.582;2.205;15.002;1.204;2.876;12.144;0.916;0.217;13.264;0.829;0.344;15.386;0.579;0.834;14.808;1.455;2.205;15.002;1.204;0.344;15.386;0.579;0.407;16.222;2.092;2.876;12.144;0.916;2.851;9.716;1.331;-2.566;12.221;0.611;-2.836;9.734;0.909;0.067;10.305;0.672;0.086;10.948;0.35;1.143;9.948;0.661;0.784;5.649;-0.228;0.086;10.948;0.35;0.217;13.264;0.829;-0.307;14.868;1.385;-1.685;14.902;1.1;-0.715;6.05;2.565;-0.369;1.424;1.26;0.784;5.649;-0.228;0.464;1.351;-2.451;0.067;10.305;0.672;1.143;9.948;0.661
-1.669;14.843;1.417;-2.553;12.181;0.84;-0.996;9.922;0.847;-0.705;6.112;3.039;0.083;10.255;0.939;-0.996;9.922;0.847;2.217;14.941;1.581;2.915;12.087;1.32;0.238;13.201;1.148;0.363;15.328;0.938;0.844;14.736;1.809;2.217;14.941;1.581;0.363;15.328;0.938;0.413;16.15;2.46;2.915;12.087;1.32;2.856;9.671;1.798;-2.553;12.181;0.84;-2.859;9.688;1.038;0.083;10.255;0.939;0.102;10.897;0.617;1.158;9.897;0.93;0.799;5.628;-0.091;0.102;10.897;0.617;0.238;13.201;1.148;-0.296;14.795;1.726;-1.669;14.843;1.417;-0.705;6.112;3.039;-0.249;1.353;2.43;0.799;5.628;-0.091;0.471;1.398;-2.439;0.083;10.255;0.939;1.158;9.897;0.93
-1.664;14.763;1.755;-2.555;12.118;1.112;-0.984;9.847;1.151;-0.696;6.134;3.503;0.096;10.181;1.235;-0.984;9.847;1.151;2.217;14.867;1.968;2.958;12.019;1.766;0.251;13.117;1.489;0.369;15.247;1.309;0.843;14.645;2.178;2.217;14.867;1.968;0.369;15.247;1.309;0.406;16.054;2.84;2.958;12.019;1.766;2.877;9.623;2.332;-2.555;12.118;1.112;-2.895;9.625;1.229;0.096;10.181;1.235;0.112;10.824;0.913;1.171;9.824;1.218;0.812;5.589;0.063;0.112;10.824;0.913;0.251;13.117;1.489;-0.296;14.7;2.084;-1.664;14.763;1.755;-0.696;6.134;3.503;-0.173;1.345;3.595;0.812;5.589;0.063;0.468;1.441;-2.426;0.096;10.181;1.235;1.171;9.824;1.218
-1.663;14.672;2.156;-2.549;12.047;1.429;-0.975;9.769;1.504;-0.69;6.124;3.961;0.106;10.103;1.57;-0.975;9.769;1.504;2.215;14.774;2.397;2.972;11.93;2.203;0.258;13.028;1.871;0.367;15.161;1.735;0.84;14.544;2.593;2.215;14.774;2.397;0.367;15.161;1.735;0.396;15.945;3.277;2.972;11.93;2.203;2.859;9.545;2.809;-2.549;12.047;1.429;-2.911;9.555;1.436;0.106;10.103;1.57;0.116;10.747;1.25;1.181;9.748;1.534;0.823;5.552;0.243;0.116;10.747;1.25;0.258;13.028;1.871;-0.299;14.596;2.495;-1.663;14.672;2.156;-0.69;6.124;3.961;-0.14;1.376;4.573;0.823;5.552;0.243;0.459;1.513;-2.415;0.106;10.103;1.57;1.181;9.748;1.534
-1.669;14.585;2.595;-2.536;11.976;1.793;-0.967;9.692;1.918;-0.68;6.063;4.398;0.114;10.028;1.968;-0.967;9.692;1.918;2.207;14.682;2.866;2.966;11.84;2.649;0.259;12.944;2.301;0.36;15.08;2.198;0.83;14.451;3.049;2.207;14.682;2.866;0.36;15.08;2.198;0.376;15.849;3.748;2.966;11.84;2.649;2.826;9.457;3.259;-2.536;11.976;1.793;-2.912;9.487;1.692;0.114;10.028;1.968;0.119;10.671;1.648;1.189;9.673;1.915;0.822;5.515;0.51;0.119;10.671;1.648;0.259;12.944;2.301;-0.308;14.5;2.945;-1.669;14.585;2.595;-0.68;6.063;4.398;-0.109;1.35;5.223;0.822;5.515;0.51;0.465;1.63;-2.37;0.114;10.028;1.968;1.189;9.673;1.915
-1.692;14.514;3.085;-2.529;11.916;2.218;-0.967;9.633;2.402;-0.673;5.939;4.784;0.115;9.97;2.435;-0.967;9.633;2.402;2.182;14.621;3.359;2.951;11.785;3.102;0.246;12.883;2.782;0.332;15.021;2.698;0.806;14.388;3.544;2.182;14.621;3.359;0.332;15.021;2.698;0.344;15.783;4.252;2.951;11.785;3.102;2.809;9.4;3.703;-2.529;11.916;2.218;-2.91;9.435;2.005;0.115;9.97;2.435;0.114;10.614;2.117;1.189;9.617;2.364;0.794;5.487;0.886;0.114;10.614;2.117;0.246;12.883;2.782;-0.333;14.43;3.44;-1.692;14.514;3.085;-0.673;5.939;4.784;-0.1;1.199;5.433;0.794;5.487;0.886;0.46;1.817;-2.266;0.115;9.97;2.435;1.189;9.617;2.364
