right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z
-1.747;14.934;0.346;-2.542;12.2;0.038;-1.078;10.006;-0.042;-1.056;5.77;1.167;0.0;10.351;0.0;-1.078;10.006;-0.042;2.128;15.041;0.218;2.491;12.124;-0.023;0.084;13.335;-0.011;0.266;15.453;-0.261;0.782;14.856;0.587;2.128;15.041;0.218;0.266;15.453;-0.261;0.312;16.262;1.269;2.491;12.124;-0.023;2.484;9.687;0.34;-2.542;12.2;0.038;-2.698;9.777;0.71;0.0;10.351;0.0;-0.001;10.99;-0.33;1.078;10.005;-0.05;0.829;5.626;-0.46;-0.001;10.99;-0.33;0.084;13.335;-0.011;-0.358;14.953;0.577;-1.747;14.934;0.346;-1.056;5.77;1.167;-1.033;1.562;-1.182;0.829;5.626;-0.46;0.398;1.123;-2.207;0.0;10.351;0.0;1.078;10.005;-0.05
-1.705;14.949;0.54;-2.506;12.227;0.153;-1.05;10.03;0.114;-0.978;5.88;1.587;0.029;10.375;0.158;-1.05;10.03;0.114;2.169;15.044;0.472;2.525;12.126;0.224;0.127;13.353;0.186;0.316;15.475;-0.02;0.819;14.861;0.823;2.169;15.044;0.472;0.316;15.475;-0.02;0.345;16.263;1.52;2.525;12.126;0.224;2.492;9.692;0.603;-2.506;12.227;0.153;-2.701;9.784;0.738;0.029;10.375;0.158;0.029;11.014;-0.172;1.106;10.029;0.111;0.874;5.66;-0.397;0.029;11.014;-0.172;0.127;13.353;0.186;-0.321;14.96;0.798;-1.705;14.949;0.54;-0.978;5.88;1.587;-0.852;1.582;-0.588;0.874;5.66;-0.397;0.437;1.163;-2.156;0.029;10.375;0.158;1.106;10.029;0.111
-1.669;14.925;0.761;-2.452;12.208;0.304;-1.019;10.027;0.293;-0.918;5.97;2.005;0.059;10.372;0.339;-1.019;10.027;0.293;2.206;15.031;0.734;2.561;12.114;0.477;0.171;13.343;0.403;0.356;15.469;0.231;0.852;14.843;1.069;2.206;15.031;0.734;0.356;15.469;0.231;0.374;16.243;1.778;2.561;12.114;0.477;2.506;9.683;0.869;-2.452;12.208;0.304;-2.661;9.745;0.79;0.059;10.372;0.339;0.06;11.01;0.009;1.137;10.026;0.294;0.902;5.673;-0.341;0.06;11.01;0.009;0.171;13.343;0.403;-0.288;14.939;1.035;-1.669;14.925;0.761;-0.918;5.97;2.005;-0.686;1.507;0.202;0.902;5.673;-0.341;0.441;1.205;-2.168;0.059;10.372;0.339;1.137;10.026;0.294
-1.628;14.895;1.019;-2.422;12.2;0.466;-0.988;10.01;0.505;-0.876;6.043;2.415;0.09;10.355;0.551;-0.988;10.01;0.505;2.248;15.004;1.05;2.604;12.093;0.737;0.219;13.319;0.654;0.401;15.448;0.526;0.889;14.806;1.359;2.248;15.004;1.05;0.401;15.448;0.526;0.402;16.202;2.084;2.604;12.093;0.737;2.527;9.657;1.093;-2.422;12.2;0.466;-2.681;9.719;0.817;0.09;10.355;0.551;0.091;10.993;0.221;1.168;10.009;0.507;0.922;5.68;-0.266;0.091;10.993;0.221;0.219;13.319;0.654;-0.251;14.901;1.312;-1.628;14.895;1.019;-0.876;6.043;2.415;-0.558;1.405;1.146;0.922;5.68;-0.266;0.44;1.261;-2.206;0.09;10.355;0.551;1.168;10.009;0.507
-1.613;14.837;1.298;-2.405;12.162;0.649;-0.968;9.965;0.75;-0.844;6.078;2.817;0.11;10.31;0.793;-0.968;9.965;0.75;2.261;14.956;1.358;2.619;12.042;1.076;0.245;13.267;0.929;0.415;15.398;0.83;0.901;14.75;1.657;2.261;14.956;1.358;0.415;15.398;0.83;0.408;16.141;2.393;2.619;12.042;1.076;2.516;9.616;1.493;-2.405;12.162;0.649;-2.701;9.669;0.854;0.11;10.31;0.793;0.11;10.948;0.463;1.188;9.963;0.746;0.941;5.658;-0.15;0.11;10.948;0.463;0.245;13.267;0.929;-0.239;14.838;1.604;-1.613;14.837;1.298;-0.844;6.078;2.817;-0.468;1.317;2.169;0.941;5.658;-0.15;0.443;1.282;-2.18;0.11;10.31;0.793;1.188;9.963;0.746
-1.604;14.76;1.629;-2.39;12.111;0.877;-0.949;9.904;1.036;-0.817;6.09;3.235;0.13;10.249;1.072;-0.949;9.904;1.036;2.268;14.892;1.715;2.635;11.981;1.418;0.267;13.199;1.247;0.422;15.333;1.185;0.908;14.673;2.003;2.268;14.892;1.715;0.422;15.333;1.185;0.403;16.055;2.757;2.635;11.981;1.418;2.519;9.557;1.845;-2.39;12.111;0.877;-2.718;9.614;0.926;0.13;10.249;1.072;0.128;10.888;0.744;1.208;9.903;1.015;0.951;5.63;-0.023;0.128;10.888;0.744;0.267;13.199;1.247;-0.232;14.754;1.946;-1.604;14.76;1.629;-0.817;6.09;3.235;-0.413;1.288;3.215;0.951;5.63;-0.023;0.435;1.329;-2.203;0.13;10.249;1.072;1.208;9.903;1.015
-1.591;14.693;1.991;-2.405;12.077;1.155;-0.936;9.834;1.362;-0.797;6.074;3.653;0.143;10.178;1.391;-0.936;9.834;1.362;2.281;14.808;2.118;2.661;11.899;1.808;0.285;13.12;1.602;0.438;15.255;1.574;0.918;14.584;2.386;2.281;14.808;2.118;0.438;15.255;1.574;0.409;15.963;3.153;2.661;11.899;1.808;2.538;9.475;2.227;-2.405;12.077;1.155;-2.794;9.59;1.064;0.143;10.178;1.391;0.138;10.818;1.064;1.22;9.832;1.326;0.963;5.592;0.159;0.138;10.818;1.064;0.285;13.12;1.602;-0.222;14.665;2.32;-1.591;14.693;1.991;-0.797;6.074;3.653;-0.362;1.301;4.152;0.963;5.592;0.159;0.445;1.373;-2.174;0.143;10.178;1.391;1.22;9.832;1.326
-1.6;14.594;2.401;-2.398;12.003;1.478;-0.933;9.749;1.738;-0.769;6.023;4.081;0.146;10.093;1.756;-0.933;9.749;1.738;2.27;14.722;2.526;2.67;11.819;2.189;0.285;13.03;1.994;0.423;15.166;1.991;0.909;14.489;2.795;2.27;14.722;2.526;0.423;15.166;1.991;0.398;15.865;3.574;2.67;11.819;2.189;2.564;9.39;2.587;-2.398;12.003;1.478;-2.802;9.528;1.242;0.146;10.093;1.756;0.138;10.734;1.431;1.222;9.747;1.678;0.942;5.547;0.379;0.138;10.734;1.431;0.285;13.03;1.994;-0.232;14.562;2.731;-1.6;14.594;2.401;-0.769;6.023;4.081;-0.296;1.298;4.903;0.942;5.547;0.379;0.403;1.445;-2.15;0.146;10.093;1.756;1.222;9.747;1.678
-1.621;14.516;2.82;-2.389;11.939;1.834;-0.935;9.686;2.159;-0.74;5.958;4.497;0.144;10.031;2.166;-0.935;9.686;2.159;2.246;14.659;2.981;2.673;11.764;2.609;0.277;12.964;2.424;0.399;15.101;2.438;0.883;14.422;3.241;2.246;14.659;2.981;0.399;15.101;2.438;0.368;15.799;4.022;2.673;11.764;2.609;2.597;9.327;2.96;-2.389;11.939;1.834;-2.8;9.479;1.485;0.144;10.031;2.166;0.132;10.673;1.843;1.219;9.685;2.074;0.938;5.523;0.659;0.132;10.673;1.843;0.277;12.964;2.424;-0.257;14.487;3.168;-1.621;14.516;2.82;-0.74;5.958;4.497;-0.237;1.246;5.369;0.938;5.523;0.659;0.411;1.576;-2.109;0.144;10.031;2.166;1.219;9.685;2.074
-1.651;14.472;3.303;-2.389;11.908;2.262;-0.952;9.656;2.637;-0.705;5.868;4.87;0.128;10.001;2.628;-0.952;9.656;2.637;2.213;14.624;3.479;2.667;11.742;3.046;0.255;12.931;2.906;0.365;15.069;2.939;0.851;14.385;3.738;2.213;14.624;3.479;0.365;15.069;2.939;0.334;15.766;4.523;2.667;11.742;3.046;2.636;9.294;3.321;-2.389;11.908;2.262;-2.801;9.464;1.809;0.128;10.001;2.628;0.11;10.644;2.308;1.201;9.655;2.516;0.923;5.519;1.026;0.11;10.644;2.308;0.255;12.931;2.906;-0.29;14.444;3.662;-1.651;14.472;3.303;-0.705;5.868;4.87;-0.183;1.116;5.476;0.923;5.519;1.026;0.424;1.782;-2.023;0.128;10.001;2.628;1.201;9.655;2.516
