right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z
-1.795;14.817;0.047;-2.636;12.081;-0.051;-1.079;10.008;-0.046;-1.149;5.624;0.374;0.0;10.351;0.0;-1.079;10.008;-0.046;2.06;15.132;-0.104;2.83;12.324;-0.58;0.172;13.338;-0.151;0.184;15.435;-0.584;0.729;14.958;0.32;2.06;15.132;-0.104;0.184;15.435;-0.584;0.246;16.336;0.892;2.83;12.324;-0.58;2.811;9.896;-0.165;-2.636;12.081;-0.051;-2.816;9.683;0.7;0.0;10.351;0.0;0.005;10.983;-0.342;1.077;10.0;-0.032;0.858;5.617;-0.405;0.005;10.983;-0.342;0.172;13.338;-0.151;-0.415;14.958;0.285;-1.795;14.817;0.047;-1.149;5.624;0.374;-1.282;1.177;-1.476;0.858;5.617;-0.405;0.462;1.06;-2.014;0.0;10.351;0.0;1.077;10.0;-0.032
-1.716;14.805;0.155;-2.574;12.076;0.029;-1.015;9.986;0.046;-1.062;5.626;0.671;0.064;10.328;0.093;-1.015;9.986;0.046;2.139;15.093;0.019;2.911;12.292;-0.491;0.241;13.313;-0.041;0.269;15.413;-0.459;0.807;14.927;0.444;2.139;15.093;0.019;0.269;15.413;-0.459;0.339;16.313;1.017;2.911;12.292;-0.491;2.896;9.859;-0.103;-2.574;12.076;0.029;-2.785;9.675;0.764;0.064;10.328;0.093;0.069;10.96;-0.249;1.141;9.977;0.061;0.896;5.601;-0.368;0.069;10.96;-0.249;0.241;13.313;-0.041;-0.337;14.934;0.404;-1.716;14.805;0.155;-1.062;5.626;0.671;-1.282;1.293;-1.427;0.896;5.601;-0.368;0.464;1.06;-2.014;0.064;10.328;0.093;1.141;9.977;0.061
-1.635;14.804;0.283;-2.501;12.079;0.111;-0.953;9.979;0.153;-0.963;5.661;1.026;0.127;10.321;0.201;-0.953;9.979;0.153;2.22;15.069;0.189;2.991;12.276;-0.368;0.313;13.303;0.093;0.359;15.407;-0.299;0.885;14.906;0.603;2.22;15.069;0.189;0.359;15.407;-0.299;0.431;16.302;1.18;2.991;12.276;-0.368;2.974;9.838;-0.021;-2.501;12.079;0.111;-2.744;9.673;0.815;0.127;10.321;0.201;0.132;10.953;-0.142;1.204;9.97;0.17;0.936;5.602;-0.334;0.132;10.953;-0.142;0.313;13.303;0.093;-0.259;14.922;0.552;-1.635;14.804;0.283;-0.963;5.661;1.026;-1.229;1.438;-1.278;0.936;5.602;-0.334;0.465;1.079;-2.015;0.127;10.321;0.201;1.204;9.97;0.17
-1.564;14.777;0.439;-2.377;12.04;0.222;-0.887;9.976;0.285;-0.849;5.725;1.437;0.192;10.318;0.333;-0.887;9.976;0.285;2.29;15.058;0.407;3.063;12.276;-0.194;0.385;13.296;0.261;0.436;15.405;-0.101;0.949;14.892;0.802;2.29;15.058;0.407;0.436;15.405;-0.101;0.498;16.296;1.381;3.063;12.276;-0.194;3.035;9.833;0.12;-2.377;12.04;0.222;-2.599;9.625;0.902;0.192;10.318;0.333;0.198;10.95;-0.009;1.269;9.967;0.303;0.979;5.613;-0.295;0.198;10.95;-0.009;0.385;13.296;0.261;-0.194;14.908;0.734;-1.564;14.777;0.439;-0.849;5.725;1.437;-1.1;1.54;-0.94;0.979;5.613;-0.295;0.464;1.108;-2.014;0.192;10.318;0.333;1.269;9.967;0.303
-1.49;14.792;0.609;-2.309;12.061;0.335;-0.837;9.986;0.431;-0.74;5.813;1.836;0.243;10.328;0.478;-0.837;9.986;0.431;2.362;15.049;0.601;3.134;12.261;0.022;0.449;13.301;0.434;0.516;15.413;0.093;1.02;14.888;0.994;2.362;15.049;0.601;0.516;15.413;0.093;0.584;16.304;1.575;3.134;12.261;0.022;3.094;9.824;0.379;-2.309;12.061;0.335;-2.563;9.634;0.96;0.243;10.328;0.478;0.248;10.96;0.136;1.32;9.976;0.445;1.011;5.639;-0.256;0.248;10.96;0.136;0.449;13.301;0.434;-0.122;14.912;0.92;-1.49;14.792;0.609;-0.74;5.813;1.836;-0.915;1.613;-0.52;1.011;5.639;-0.256;0.448;1.153;-2.009;0.243;10.328;0.478;1.32;9.976;0.445
-1.427;14.797;0.832;-2.254;12.078;0.475;-0.789;9.988;0.602;-0.651;5.906;2.25;0.29;10.33;0.648;-0.789;9.988;0.602;2.423;15.032;0.851;3.181;12.243;0.264;0.506;13.297;0.646;0.582;15.415;0.344;1.079;14.871;1.238;2.423;15.032;0.851;0.582;15.415;0.344;0.643;16.29;1.836;3.181;12.243;0.264;3.114;9.81;0.645;-2.254;12.078;0.475;-2.538;9.634;1.018;0.29;10.33;0.648;0.295;10.962;0.306;1.367;9.978;0.615;1.056;5.661;-0.202;0.295;10.962;0.306;0.506;13.297;0.646;-0.062;14.901;1.158;-1.427;14.797;0.832;-0.651;5.906;2.25;-0.701;1.574;0.14;1.056;5.661;-0.202;0.463;1.201;-2.01;0.29;10.33;0.648;1.367;9.978;0.615
-1.363;14.812;1.062;-2.243;12.122;0.627;-0.75;9.979;0.778;-0.571;5.993;2.642;0.33;10.321;0.82;-0.75;9.979;0.778;2.488;14.999;1.08;3.229;12.196;0.539;0.558;13.281;0.856;0.652;15.402;0.586;1.145;14.841;1.471;2.488;14.999;1.08;0.652;15.402;0.586;0.722;16.266;2.084;3.229;12.196;0.539;3.12;9.782;1.022;-2.243;12.122;0.627;-2.595;9.669;1.077;0.33;10.321;0.82;0.334;10.953;0.479;1.406;9.969;0.782;1.09;5.675;-0.148;0.334;10.953;0.479;0.558;13.281;0.856;0.004;14.882;1.393;-1.363;14.812;1.062;-0.571;5.993;2.642;-0.486;1.469;0.982;1.09;5.675;-0.148;0.464;1.241;-2.008;0.33;10.321;0.82;1.406;9.969;0.782
-1.318;14.758;1.359;-2.152;12.068;0.84;-0.694;9.95;1.029;-0.507;6.045;3.059;0.386;10.291;1.061;-0.694;9.95;1.029;2.527;14.98;1.376;3.278;12.171;0.882;0.614;13.244;1.14;0.686;15.37;0.895;1.188;14.803;1.772;2.527;14.98;1.376;0.686;15.37;0.895;0.755;16.223;2.399;3.278;12.171;0.882;3.139;9.787;1.486;-2.152;12.068;0.84;-2.484;9.595;1.188;0.386;10.291;1.061;0.387;10.924;0.722;1.462;9.939;1.012;1.13;5.677;-0.05;0.387;10.924;0.722;0.614;13.244;1.14;0.046;14.833;1.698;-1.318;14.758;1.359;-0.507;6.045;3.059;-0.363;1.368;1.906;1.13;5.677;-0.05;0.462;1.288;-2.0;0.386;10.291;1.061;1.462;9.939;1.012
-1.273;14.706;1.673;-2.109;12.033;1.073;-0.644;9.901;1.291;-0.427;6.075;3.463;0.437;10.242;1.314;-0.644;9.901;1.291;2.568;14.937;1.669;3.344;12.12;1.27;0.665;13.189;1.432;0.724;15.317;1.211;1.234;14.744;2.078;2.568;14.937;1.669;0.724;15.317;1.211;0.797;16.156;2.723;3.344;12.12;1.27;3.19;9.786;2.045;-2.109;12.033;1.073;-2.46;9.55;1.314;0.437;10.242;1.314;0.434;10.876;0.976;1.512;9.89;1.254;1.16;5.662;0.07;0.434;10.876;0.976;0.665;13.189;1.432;0.092;14.768;2.011;-1.273;14.706;1.673;-0.427;6.075;3.463;-0.165;1.288;2.966;1.16;5.662;0.07;0.449;1.321;-1.971;0.437;10.242;1.314;1.512;9.89;1.254
-1.245;14.63;2.034;-2.076;11.973;1.361;-0.606;9.833;1.586;-0.364;6.072;3.865;0.475;10.174;1.599;-0.606;9.833;1.586;2.593;14.869;2.016;3.378;12.047;1.67;0.699;13.114;1.761;0.745;15.246;1.576;1.264;14.661;2.43;2.593;14.869;2.016;0.745;15.246;1.576;0.821;16.06;3.101;3.378;12.047;1.67;3.2;9.759;2.566;-2.076;11.973;1.361;-2.437;9.484;1.496;0.475;10.174;1.599;0.469;10.81;1.263;1.55;9.823;1.526;1.187;5.636;0.207;0.469;10.81;1.263;0.699;13.114;1.761;0.121;14.68;2.371;-1.245;14.63;2.034;-0.364;6.072;3.865;0.009;1.269;4.009;1.187;5.636;0.207;0.46;1.372;-1.984;0.475;10.174;1.599;1.55;9.823;1.526
