right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z
-1.898;14.857;0.129;-2.713;12.112;0.082;-1.078;10.003;-0.039;-1.278;5.641;0.541;0.0;10.351;0.0;-1.078;10.003;-0.039;1.944;15.09;-0.184;2.591;12.232;-0.521;0.063;13.346;-0.169;0.078;15.45;-0.561;0.638;14.954;0.323;1.944;15.09;-0.184;0.078;15.45;-0.561;0.162;16.307;0.94;2.591;12.232;-0.521;2.584;9.822;-0.012;-2.713;12.112;0.082;-2.789;9.669;0.691;0.0;10.351;0.0;-0.002;10.984;-0.34;1.079;10.007;-0.041;0.725;5.633;-0.431;-0.002;10.984;-0.34;0.063;13.346;-0.169;-0.506;14.959;0.311;-1.898;14.857;0.129;-1.278;5.641;0.541;-1.443;1.386;-1.716;0.725;5.633;-0.431;0.189;1.178;-2.269;0.0;10.351;0.0;1.079;10.007;-0.041
-1.834;14.845;0.24;-2.645;12.1;0.164;-1.022;9.993;0.065;-1.18;5.674;0.911;0.056;10.342;0.1;-1.022;9.993;0.065;2.012;15.08;-0.04;2.678;12.229;-0.402;0.129;13.335;-0.056;0.147;15.443;-0.428;0.701;14.939;0.455;2.012;15.08;-0.04;0.147;15.443;-0.428;0.224;16.286;1.081;2.678;12.229;-0.402;2.683;9.813;0.081;-2.645;12.1;0.164;-2.725;9.653;0.757;0.056;10.342;0.1;0.053;10.975;-0.239;1.135;9.997;0.053;0.766;5.633;-0.418;0.053;10.975;-0.239;0.129;13.335;-0.056;-0.443;14.945;0.435;-1.834;14.845;0.24;-1.18;5.674;0.911;-1.406;1.555;-1.58;0.766;5.633;-0.418;0.19;1.187;-2.266;0.056;10.342;0.1;1.135;9.997;0.053
-1.773;14.825;0.371;-2.578;12.078;0.261;-0.98;9.976;0.189;-1.07;5.719;1.319;0.098;10.324;0.217;-0.98;9.976;0.189;2.075;15.059;0.124;2.762;12.217;-0.26;0.188;13.316;0.076;0.211;15.428;-0.277;0.76;14.914;0.604;2.075;15.059;0.124;0.211;15.428;-0.277;0.283;16.257;1.24;2.762;12.217;-0.26;2.779;9.797;0.202;-2.578;12.078;0.261;-2.663;9.626;0.83;0.098;10.324;0.217;0.093;10.958;-0.121;1.176;9.979;0.163;0.788;5.627;-0.396;0.093;10.958;-0.121;0.188;13.316;0.076;-0.384;14.922;0.578;-1.773;14.825;0.371;-1.07;5.719;1.319;-1.331;1.737;-1.382;0.788;5.627;-0.396;0.167;1.191;-2.254;0.098;10.324;0.217;1.176;9.979;0.163
-1.71;14.819;0.526;-2.506;12.072;0.372;-0.937;9.977;0.333;-0.944;5.813;1.769;0.141;10.324;0.355;-0.937;9.977;0.333;2.143;15.056;0.328;2.853;12.222;-0.079;0.251;13.315;0.234;0.28;15.43;-0.094;0.821;14.905;0.786;2.143;15.056;0.328;0.28;15.43;-0.094;0.34;16.244;1.432;2.853;12.222;-0.079;2.878;9.798;0.358;-2.506;12.072;0.372;-2.602;9.611;0.902;0.141;10.324;0.355;0.135;10.959;0.018;1.219;9.979;0.293;0.849;5.64;-0.373;0.135;10.959;0.018;0.251;13.315;0.234;-0.323;14.915;0.75;-1.71;14.819;0.526;-0.944;5.813;1.769;-1.205;1.93;-1.073;0.849;5.64;-0.373;0.216;1.207;-2.233;0.141;10.324;0.355;1.219;9.979;0.293
-1.663;14.817;0.711;-2.45;12.071;0.503;-0.913;9.979;0.501;-0.829;5.923;2.217;0.165;10.326;0.514;-0.913;9.979;0.501;2.191;15.046;0.521;2.904;12.215;0.099;0.293;13.315;0.408;0.326;15.433;0.101;0.866;14.899;0.975;2.191;15.046;0.521;0.326;15.433;0.101;0.39;16.234;1.634;2.904;12.215;0.099;2.934;9.789;0.524;-2.45;12.071;0.503;-2.558;9.599;0.975;0.165;10.326;0.514;0.156;10.962;0.179;1.242;9.98;0.441;0.874;5.661;-0.338;0.156;10.962;0.179;0.293;13.315;0.408;-0.277;14.912;0.941;-1.663;14.817;0.711;-0.829;5.923;2.217;-1.067;2.123;-0.737;0.874;5.661;-0.338;0.21;1.244;-2.226;0.165;10.326;0.514;1.242;9.98;0.441
-1.613;14.799;0.929;-2.401;12.059;0.656;-0.881;9.965;0.689;-0.748;6.031;2.665;0.197;10.312;0.704;-0.881;9.965;0.689;2.242;15.03;0.769;2.972;12.208;0.319;0.345;13.297;0.626;0.377;15.419;0.34;0.914;14.876;1.211;2.242;15.03;0.769;0.377;15.419;0.34;0.433;16.207;1.879;2.972;12.208;0.319;3.008;9.779;0.724;-2.401;12.059;0.656;-2.532;9.576;1.063;0.197;10.312;0.704;0.188;10.948;0.368;1.274;9.966;0.632;0.888;5.675;-0.283;0.188;10.948;0.368;0.345;13.297;0.626;-0.23;14.888;1.172;-1.613;14.799;0.929;-0.748;6.031;2.665;-0.819;2.03;-0.021;0.888;5.675;-0.283;0.187;1.298;-2.249;0.197;10.312;0.704;1.274;9.966;0.632
-1.573;14.774;1.162;-2.369;12.042;0.832;-0.857;9.942;0.878;-0.704;6.118;3.059;0.222;10.289;0.895;-0.857;9.942;0.878;2.283;15.0;1.026;3.02;12.184;0.551;0.385;13.268;0.853;0.418;15.393;0.594;0.953;14.839;1.459;2.283;15.0;1.026;0.418;15.393;0.594;0.469;16.169;2.14;3.02;12.184;0.551;3.055;9.752;0.945;-2.369;12.042;0.832;-2.528;9.553;1.184;0.222;10.289;0.895;0.214;10.924;0.56;1.299;9.943;0.827;0.908;5.681;-0.213;0.214;10.924;0.56;0.385;13.268;0.853;-0.191;14.852;1.417;-1.573;14.774;1.162;-0.704;6.118;3.059;-0.601;1.871;0.785;0.908;5.681;-0.213;0.185;1.339;-2.247;0.222;10.289;0.895;1.299;9.943;0.827
-1.542;14.729;1.434;-2.352;12.008;1.057;-0.832;9.899;1.096;-0.67;6.176;3.444;0.247;10.245;1.115;-0.832;9.899;1.096;2.314;14.949;1.323;3.055;12.14;0.813;0.418;13.218;1.116;0.45;15.346;0.89;0.982;14.78;1.748;2.314;14.949;1.323;0.45;15.346;0.89;0.494;16.105;2.444;3.055;12.14;0.813;3.087;9.706;1.19;-2.352;12.008;1.057;-2.536;9.516;1.369;0.247;10.245;1.115;0.24;10.88;0.779;1.324;9.899;1.049;0.93;5.672;-0.123;0.24;10.88;0.779;0.418;13.218;1.116;-0.161;14.792;1.703;-1.542;14.729;1.434;-0.67;6.176;3.444;-0.416;1.659;1.784;0.93;5.672;-0.123;0.189;1.374;-2.243;0.247;10.245;1.115;1.324;9.899;1.049
-1.515;14.666;1.738;-2.342;11.954;1.333;-0.809;9.83;1.35;-0.646;6.18;3.809;0.269;10.177;1.371;-0.809;9.83;1.35;2.341;14.87;1.647;3.073;12.065;1.104;0.444;13.143;1.411;0.477;15.274;1.212;1.007;14.697;2.064;2.341;14.87;1.647;0.477;15.274;1.212;0.518;16.023;2.771;3.073;12.065;1.104;3.092;9.628;1.468;-2.342;11.954;1.333;-2.551;9.46;1.62;0.269;10.177;1.371;0.263;10.812;1.034;1.346;9.83;1.307;0.962;5.639;0.009;0.263;10.812;1.034;0.444;13.143;1.411;-0.136;14.71;2.016;-1.515;14.666;1.738;-0.646;6.18;3.809;-0.271;1.465;2.885;0.962;5.639;0.009;0.223;1.393;-2.213;0.269;10.177;1.371;1.346;9.83;1.307
-1.486;14.587;2.081;-2.331;11.884;1.653;-0.782;9.748;1.648;-0.621;6.146;4.178;0.297;10.094;1.668;-0.782;9.748;1.648;2.371;14.781;2.02;3.104;11.983;1.438;0.474;13.054;1.747;0.508;15.187;1.576;1.034;14.599;2.423;2.371;14.781;2.02;0.508;15.187;1.576;0.543;15.926;3.14;3.104;11.983;1.438;3.111;9.544;1.781;-2.331;11.884;1.653;-2.567;9.39;1.918;0.297;10.094;1.668;0.29;10.729;1.332;1.374;9.748;1.604;0.976;5.599;0.178;0.29;10.729;1.332;0.474;13.054;1.747;-0.109;14.613;2.37;-1.486;14.587;2.081;-0.621;6.146;4.178;-0.175;1.35;4.011;0.976;5.599;0.178;0.223;1.43;-2.181;0.297;10.094;1.668;1.374;9.748;1.604
