right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z
-1.875;14.891;-0.014;-2.666;12.139;0.039;-1.079;10.01;-0.052;-1.159;5.627;0.382;0.0;10.351;0.0;-1.079;10.01;-0.052;2.005;15.098;-0.129;2.515;12.204;-0.375;0.134;13.35;-0.181;0.14;15.434;-0.671;0.658;14.989;0.265;2.005;15.098;-0.129;0.14;15.434;-0.671;0.088;16.309;0.82;2.515;12.204;-0.375;2.516;9.76;-0.061;-2.666;12.139;0.039;-2.823;9.699;0.644;0.0;10.351;0.0;0.004;10.989;-0.33;1.077;10.001;-0.04;0.794;5.638;-0.574;0.004;10.989;-0.33;0.134;13.35;-0.181;-0.484;14.974;0.189;-1.875;14.891;-0.014;-1.159;5.627;0.382;-1.246;1.396;-1.924;0.794;5.638;-0.574;0.452;1.159;-2.401;0.0;10.351;0.0;1.077;10.001;-0.04
-1.817;14.884;0.055;-2.616;12.133;0.088;-1.029;10.002;0.018;-1.094;5.652;0.708;0.05;10.343;0.075;-1.029;10.002;0.018;2.065;15.091;0.033;2.594;12.204;-0.258;0.193;13.339;-0.082;0.212;15.428;-0.551;0.709;14.973;0.391;2.065;15.091;0.033;0.212;15.428;-0.551;0.139;16.288;0.949;2.594;12.204;-0.258;2.594;9.754;0.005;-2.616;12.133;0.088;-2.782;9.698;0.709;0.05;10.343;0.075;0.056;10.981;-0.256;1.127;9.993;0.041;0.829;5.639;-0.554;0.056;10.981;-0.256;0.193;13.339;-0.082;-0.431;14.961;0.291;-1.817;14.884;0.055;-1.094;5.652;0.708;-1.224;1.526;-1.778;0.829;5.639;-0.554;0.453;1.172;-2.402;0.05;10.343;0.075;1.127;9.993;0.041
-1.766;14.872;0.144;-2.57;12.123;0.148;-0.994;9.992;0.101;-1.036;5.696;1.076;0.085;10.333;0.166;-0.994;9.992;0.101;2.117;15.071;0.229;2.663;12.194;-0.117;0.241;13.325;0.039;0.277;15.419;-0.403;0.75;14.951;0.545;2.117;15.071;0.229;0.277;15.419;-0.403;0.178;16.267;1.102;2.663;12.194;-0.117;2.662;9.738;0.081;-2.57;12.123;0.148;-2.749;9.691;0.778;0.085;10.333;0.166;0.094;10.97;-0.167;1.162;9.982;0.141;0.857;5.639;-0.526;0.094;10.97;-0.167;0.241;13.325;0.039;-0.387;14.944;0.418;-1.766;14.872;0.144;-1.036;5.696;1.076;-1.158;1.614;-1.481;0.857;5.639;-0.526;0.456;1.186;-2.403;0.085;10.333;0.166;1.162;9.982;0.141
-1.711;14.881;0.269;-2.53;12.137;0.218;-0.965;9.994;0.202;-0.975;5.772;1.458;0.113;10.335;0.277;-0.965;9.994;0.202;2.172;15.058;0.464;2.743;12.191;0.068;0.288;13.321;0.19;0.348;15.421;-0.219;0.795;14.935;0.733;2.172;15.058;0.464;0.348;15.421;-0.219;0.223;16.256;1.292;2.743;12.191;0.068;2.749;9.732;0.204;-2.53;12.137;0.218;-2.738;9.701;0.825;0.113;10.335;0.277;0.126;10.971;-0.057;1.19;9.983;0.264;0.881;5.654;-0.486;0.126;10.971;-0.057;0.288;13.321;0.19;-0.339;14.938;0.579;-1.711;14.881;0.269;-0.975;5.772;1.458;-1.028;1.649;-1.037;0.881;5.654;-0.486;0.46;1.219;-2.4;0.113;10.335;0.277;1.19;9.983;0.264
-1.671;14.907;0.442;-2.517;12.174;0.318;-0.953;10.003;0.324;-0.928;5.869;1.844;0.125;10.344;0.407;-0.953;10.003;0.324;2.21;15.044;0.692;2.788;12.184;0.256;0.315;13.323;0.363;0.397;15.43;-0.011;0.829;14.925;0.937;2.21;15.044;0.692;0.397;15.43;-0.011;0.264;16.252;1.506;2.788;12.184;0.256;2.789;9.723;0.35;-2.517;12.174;0.318;-2.764;9.729;0.871;0.125;10.344;0.407;0.141;10.979;0.072;1.202;9.992;0.405;0.897;5.679;-0.435;0.141;10.979;0.072;0.315;13.323;0.363;-0.303;14.939;0.77;-1.671;14.907;0.442;-0.928;5.869;1.844;-0.866;1.624;-0.436;0.897;5.679;-0.435;0.462;1.266;-2.396;0.125;10.344;0.407;1.202;9.992;0.405
-1.638;14.905;0.641;-2.489;12.178;0.436;-0.935;9.996;0.466;-0.893;5.957;2.223;0.142;10.337;0.56;-0.935;9.996;0.466;2.241;15.023;0.963;2.848;12.174;0.502;0.343;13.308;0.565;0.44;15.42;0.229;0.855;14.897;1.175;2.241;15.023;0.963;0.44;15.42;0.229;0.292;16.228;1.752;2.848;12.174;0.502;2.85;9.712;0.572;-2.489;12.178;0.436;-2.762;9.721;0.919;0.142;10.337;0.56;0.162;10.971;0.223;1.219;9.985;0.571;0.916;5.692;-0.37;0.162;10.971;0.223;0.343;13.308;0.565;-0.274;14.919;0.991;-1.638;14.905;0.641;-0.893;5.957;2.223;-0.699;1.502;0.397;0.916;5.692;-0.37;0.466;1.308;-2.392;0.142;10.337;0.56;1.219;9.985;0.571
-1.62;14.882;0.877;-2.481;12.166;0.583;-0.924;9.969;0.633;-0.883;6.017;2.578;0.152;10.309;0.737;-0.924;9.969;0.633;2.257;14.983;1.235;2.886;12.141;0.757;0.357;13.271;0.788;0.462;15.389;0.488;0.869;14.848;1.428;2.257;14.983;1.235;0.462;15.389;0.488;0.31;16.185;2.017;2.886;12.141;0.757;2.878;9.679;0.827;-2.481;12.166;0.583;-2.789;9.695;0.966;0.152;10.309;0.737;0.176;10.942;0.398;1.229;9.956;0.759;0.927;5.688;-0.288;0.176;10.942;0.398;0.357;13.271;0.788;-0.259;14.877;1.236;-1.62;14.882;0.877;-0.883;6.017;2.578;-0.58;1.364;1.362;0.927;5.688;-0.288;0.467;1.344;-2.392;0.152;10.309;0.737;1.229;9.956;0.759
-1.61;14.829;1.149;-2.48;12.128;0.76;-0.92;9.91;0.84;-0.887;6.032;2.927;0.156;10.251;0.951;-0.92;9.91;0.84;2.266;14.912;1.526;2.912;12.076;1.039;0.363;13.205;1.043;0.474;15.327;0.777;0.877;14.771;1.71;2.266;14.912;1.526;0.474;15.327;0.777;0.323;16.11;2.312;2.912;12.076;1.039;2.887;9.614;1.123;-2.48;12.128;0.76;-2.828;9.648;1.025;0.156;10.251;0.951;0.181;10.883;0.611;1.232;9.898;0.98;0.921;5.658;-0.175;0.181;10.883;0.611;0.363;13.205;1.043;-0.25;14.805;1.515;-1.61;14.829;1.149;-0.887;6.032;2.927;-0.51;1.256;2.399;0.921;5.658;-0.175;0.444;1.365;-2.377;0.156;10.251;0.951;1.232;9.898;0.98
-1.617;14.765;1.461;-2.487;12.081;0.97;-0.917;9.854;1.088;-0.892;6.034;3.281;0.158;10.193;1.202;-0.917;9.854;1.088;2.255;14.853;1.851;2.928;12.023;1.362;0.36;13.141;1.334;0.463;15.267;1.105;0.867;14.696;2.028;2.255;14.853;1.851;0.463;15.267;1.105;0.314;16.028;2.652;2.928;12.023;1.362;2.89;9.562;1.472;-2.487;12.081;0.97;-2.871;9.595;1.1;0.158;10.193;1.202;0.186;10.826;0.862;1.235;9.84;1.235;0.934;5.636;-0.045;0.186;10.826;0.862;0.36;13.141;1.334;-0.26;14.73;1.833;-1.617;14.765;1.461;-0.892;6.034;3.281;-0.479;1.235;3.432;0.934;5.636;-0.045;0.463;1.41;-2.375;0.158;10.193;1.202;1.235;9.84;1.235
-1.63;14.675;1.799;-2.499;12.011;1.208;-0.924;9.771;1.361;-0.89;6.004;3.644;0.151;10.111;1.473;-0.924;9.771;1.361;2.241;14.761;2.183;2.931;11.935;1.697;0.347;13.05;1.643;0.446;15.18;1.451;0.855;14.594;2.363;2.241;14.761;2.183;0.446;15.18;1.451;0.309;15.916;3.012;2.931;11.935;1.697;2.878;9.476;1.838;-2.499;12.011;1.208;-2.918;9.527;1.204;0.151;10.111;1.473;0.178;10.744;1.133;1.227;9.757;1.504;0.926;5.59;0.111;0.178;10.744;1.133;0.347;13.05;1.643;-0.274;14.629;2.173;-1.63;14.675;1.799;-0.89;6.004;3.644;-0.452;1.259;4.361;0.926;5.59;0.111;0.454;1.442;-2.357;0.151;10.111;1.473;1.227;9.757;1.504
