right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z
-1.872;14.902;-0.18;-2.637;12.144;-0.284;-1.048;9.92;-0.023;-0.936;5.528;0.285;0.0;10.351;0.0;-1.048;9.92;-0.023;2.005;15.068;-0.049;2.663;12.201;-0.27;0.116;13.331;-0.197;0.139;15.414;-0.694;0.634;14.97;0.255;2.005;15.068;-0.049;0.139;15.414;-0.694;0.138;16.311;0.786;2.663;12.201;-0.27;2.472;9.804;0.264;-2.637;12.144;-0.284;-2.907;9.682;0.177;0.0;10.351;0.0;-0.052;10.974;-0.354;1.102;10.089;-0.042;0.836;5.745;-0.722;-0.052;10.974;-0.354;0.116;13.331;-0.197;-0.506;14.959;0.154;-1.872;14.902;-0.18;-0.936;5.528;0.285;-0.649;1.351;-2.102;0.836;5.745;-0.722;0.46;1.237;-2.467;0.0;10.351;0.0;1.102;10.089;-0.042
-1.831;14.895;-0.046;-2.597;12.139;-0.182;-1.021;9.928;0.111;-0.888;5.567;0.714;0.032;10.346;0.129;-1.021;9.928;0.111;2.045;15.061;0.132;2.711;12.199;-0.123;0.155;13.325;-0.049;0.184;15.41;-0.533;0.67;14.961;0.417;2.045;15.061;0.132;0.184;15.41;-0.533;0.168;16.3;0.951;2.711;12.199;-0.123;2.534;9.79;0.365;-2.597;12.139;-0.182;-2.881;9.674;0.249;0.032;10.346;0.129;-0.014;10.969;-0.226;1.13;10.071;0.085;0.86;5.739;-0.667;-0.014;10.969;-0.226;0.155;13.325;-0.049;-0.469;14.951;0.306;-1.831;14.895;-0.046;-0.888;5.567;0.714;-0.641;1.513;-1.879;0.86;5.739;-0.667;0.463;1.255;-2.467;0.032;10.346;0.129;1.13;10.071;0.085
-1.787;14.894;0.108;-2.552;12.139;-0.061;-1.004;9.949;0.252;-0.841;5.648;1.187;0.056;10.35;0.268;-1.004;9.949;0.252;2.086;15.059;0.352;2.761;12.202;0.067;0.197;13.326;0.121;0.234;15.416;-0.342;0.706;14.957;0.611;2.086;15.059;0.352;0.234;15.416;-0.342;0.196;16.294;1.149;2.761;12.202;0.067;2.593;9.784;0.508;-2.552;12.139;-0.061;-2.848;9.671;0.346;0.056;10.35;0.268;0.019;10.973;-0.088;1.149;10.057;0.221;0.875;5.738;-0.601;0.019;10.973;-0.088;0.197;13.326;0.121;-0.432;14.949;0.483;-1.787;14.894;0.108;-0.841;5.648;1.187;-0.61;1.62;-1.448;0.875;5.738;-0.601;0.462;1.282;-2.468;0.056;10.35;0.268;1.149;10.057;0.221
-1.751;14.897;0.303;-2.517;12.145;0.091;-0.996;9.971;0.399;-0.812;5.76;1.678;0.071;10.354;0.417;-0.996;9.971;0.399;2.12;15.054;0.593;2.8;12.201;0.281;0.23;13.326;0.315;0.275;15.422;-0.118;0.737;14.949;0.833;2.12;15.054;0.593;0.275;15.422;-0.118;0.222;16.285;1.381;2.8;12.201;0.281;2.636;9.777;0.69;-2.517;12.145;0.091;-2.824;9.673;0.463;0.071;10.354;0.417;0.045;10.978;0.063;1.159;10.042;0.37;0.881;5.738;-0.521;0.045;10.978;0.063;0.23;13.326;0.315;-0.399;14.944;0.694;-1.751;14.897;0.303;-0.812;5.76;1.678;-0.559;1.623;-0.78;0.881;5.738;-0.521;0.46;1.316;-2.466;0.071;10.354;0.417;1.159;10.042;0.37
-1.723;14.882;0.533;-2.487;12.135;0.266;-0.99;9.976;0.562;-0.808;5.88;2.171;0.082;10.343;0.588;-0.99;9.976;0.562;2.143;15.036;0.877;2.834;12.188;0.543;0.259;13.311;0.545;0.307;15.414;0.149;0.757;14.925;1.097;2.143;15.036;0.877;0.307;15.414;0.149;0.231;16.26;1.656;2.834;12.188;0.543;2.671;9.761;0.928;-2.487;12.135;0.266;-2.803;9.657;0.594;0.082;10.343;0.588;0.068;10.97;0.237;1.166;10.015;0.544;0.882;5.726;-0.421;0.068;10.97;0.237;0.259;13.311;0.545;-0.377;14.922;0.943;-1.723;14.882;0.533;-0.808;5.88;2.171;-0.513;1.531;0.116;0.882;5.726;-0.421;0.461;1.349;-2.464;0.082;10.343;0.588;1.166;10.015;0.544
-1.699;14.85;0.805;-2.463;12.109;0.475;-0.993;9.964;0.739;-0.841;5.989;2.632;0.085;10.313;0.772;-0.993;9.964;0.739;2.164;14.996;1.181;2.863;12.154;0.82;0.281;13.275;0.798;0.333;15.386;0.447;0.777;14.877;1.387;2.164;14.996;1.181;0.333;15.386;0.447;0.242;16.212;1.965;2.863;12.154;0.82;2.694;9.724;1.19;-2.463;12.109;0.475;-2.788;9.626;0.743;0.085;10.313;0.772;0.081;10.944;0.428;1.163;9.969;0.728;0.875;5.698;-0.308;0.081;10.944;0.428;0.281;13.275;0.798;-0.356;14.878;1.226;-1.699;14.85;0.805;-0.841;5.989;2.632;-0.55;1.418;1.134;0.875;5.698;-0.308;0.456;1.372;-2.46;0.085;10.313;0.772;1.163;9.969;0.728
-1.694;14.792;1.105;-2.455;12.06;0.71;-1.004;9.913;0.933;-0.858;6.055;3.053;0.076;10.253;0.978;-1.004;9.913;0.933;2.167;14.93;1.502;2.88;12.092;1.133;0.285;13.21;1.077;0.34;15.327;0.767;0.78;14.799;1.7;2.167;14.93;1.502;0.34;15.327;0.767;0.24;16.134;2.295;2.88;12.092;1.133;2.703;9.665;1.521;-2.455;12.06;0.71;-2.787;9.571;0.914;0.076;10.253;0.978;0.079;10.89;0.645;1.152;9.902;0.934;0.865;5.652;-0.187;0.079;10.89;0.645;0.285;13.21;1.077;-0.353;14.805;1.534;-1.694;14.792;1.105;-0.858;6.055;3.053;-0.485;1.311;2.297;0.865;5.652;-0.187;0.454;1.39;-2.465;0.076;10.253;0.978;1.152;9.902;0.934
-1.687;14.721;1.452;-2.445;12.0;0.978;-1.0;9.848;1.164;-0.874;6.083;3.448;0.082;10.182;1.222;-1.0;9.848;1.164;2.171;14.853;1.881;2.904;12.022;1.492;0.292;13.132;1.401;0.349;15.256;1.14;0.783;14.707;2.063;2.171;14.853;1.881;0.349;15.256;1.14;0.235;16.036;2.681;2.904;12.022;1.492;2.722;9.597;1.881;-2.445;12.0;0.978;-2.786;9.507;1.104;0.082;10.182;1.222;0.09;10.825;0.901;1.156;9.826;1.177;0.864;5.603;-0.04;0.09;10.825;0.901;0.292;13.132;1.401;-0.349;14.716;1.891;-1.687;14.721;1.452;-0.874;6.083;3.448;-0.441;1.284;3.45;0.864;5.603;-0.04;0.457;1.423;-2.463;0.082;10.182;1.222;1.156;9.826;1.177
-1.695;14.631;1.838;-2.442;11.922;1.288;-1.007;9.761;1.466;-0.867;6.057;3.847;0.075;10.091;1.531;-1.007;9.761;1.466;2.16;14.756;2.285;2.908;11.932;1.878;0.283;13.036;1.77;0.341;15.164;1.542;0.772;14.6;2.457;2.16;14.756;2.285;0.341;15.164;1.542;0.219;15.929;3.089;2.908;11.932;1.878;2.727;9.506;2.266;-2.442;11.922;1.288;-2.788;9.427;1.332;0.075;10.091;1.531;0.086;10.74;1.223;1.149;9.733;1.482;0.849;5.539;0.172;0.086;10.74;1.223;0.283;13.036;1.77;-0.359;14.612;2.282;-1.695;14.631;1.838;-0.867;6.057;3.847;-0.361;1.306;4.476;0.849;5.539;0.172;0.457;1.471;-2.438;0.075;10.091;1.531;1.149;9.733;1.482
-1.711;14.554;2.269;-2.446;11.857;1.644;-1.019;9.688;1.822;-0.84;6.007;4.235;0.064;10.015;1.886;-1.019;9.688;1.822;2.144;14.668;2.706;2.892;11.85;2.264;0.266;12.955;2.176;0.322;15.086;1.975;0.757;14.51;2.882;2.144;14.668;2.706;0.322;15.086;1.975;0.202;15.838;3.529;2.892;11.85;2.264;2.722;9.42;2.635;-2.446;11.857;1.644;-2.794;9.363;1.599;0.064;10.015;1.886;0.074;10.669;1.587;1.137;9.656;1.824;0.838;5.489;0.429;0.074;10.669;1.587;0.266;12.955;2.176;-0.375;14.524;2.71;-1.711;14.554;2.269;-0.84;6.007;4.235;-0.269;1.322;5.21;0.838;5.489;0.429;0.472;1.565;-2.396;0.064;10.015;1.886;1.137;9.656;1.824
