right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z
-1.851;14.849;0.114;-2.668;12.106;0.009;-1.079;10.008;-0.045;-1.153;5.653;0.606;0.0;10.351;0.0;-1.079;10.008;-0.045;2.018;15.099;0.021;2.324;12.165;-0.021;0.087;13.346;-0.176;0.164;15.465;-0.476;0.676;14.918;0.408;2.018;15.099;0.021;0.164;15.465;-0.476;0.259;16.32;1.026;2.324;12.165;-0.021;2.457;9.721;0.257;-2.668;12.106;0.009;-2.766;9.705;0.765;0.0;10.351;0.0;0.003;10.985;-0.339;1.077;10.001;-0.037;0.816;5.608;-0.234;0.003;10.985;-0.339;0.087;13.346;-0.176;-0.466;14.951;0.35;-1.851;14.849;0.114;-1.153;5.653;0.606;-1.244;1.362;-1.587;0.816;5.608;-0.234;0.44;1.163;-2.135;0.0;10.351;0.0;1.077;10.001;-0.037
-1.772;14.847;0.203;-2.601;12.109;0.057;-1.005;10.003;0.028;-1.058;5.703;0.982;0.074;10.345;0.078;-1.005;10.003;0.028;2.098;15.078;0.205;2.422;12.148;0.104;0.165;13.338;-0.066;0.258;15.46;-0.328;0.747;14.896;0.557;2.098;15.078;0.205;0.258;15.46;-0.328;0.333;16.301;1.183;2.422;12.148;0.104;2.559;9.698;0.331;-2.601;12.109;0.057;-2.73;9.703;0.791;0.074;10.345;0.078;0.08;10.979;-0.262;1.152;9.995;0.047;0.861;5.608;-0.22;0.08;10.979;-0.262;0.165;13.338;-0.066;-0.393;14.936;0.474;-1.772;14.847;0.203;-1.058;5.703;0.982;-1.205;1.519;-1.404;0.861;5.608;-0.22;0.446;1.174;-2.138;0.074;10.345;0.078;1.152;9.995;0.047
-1.697;14.846;0.316;-2.539;12.115;0.124;-0.944;9.998;0.111;-0.972;5.778;1.372;0.135;10.341;0.165;-0.944;9.998;0.111;2.172;15.055;0.389;2.513;12.13;0.222;0.234;13.329;0.055;0.344;15.456;-0.166;0.815;14.873;0.717;2.172;15.055;0.389;0.344;15.456;-0.166;0.406;16.281;1.354;2.513;12.13;0.222;2.647;9.677;0.413;-2.539;12.115;0.124;-2.7;9.699;0.819;0.135;10.341;0.165;0.141;10.974;-0.175;1.212;9.99;0.138;0.899;5.61;-0.207;0.141;10.974;-0.175;0.234;13.329;0.055;-0.324;14.921;0.615;-1.697;14.846;0.316;-0.972;5.778;1.372;-1.135;1.666;-1.136;0.899;5.61;-0.207;0.446;1.186;-2.141;0.135;10.341;0.165;1.212;9.99;0.138
-1.642;14.849;0.456;-2.488;12.124;0.214;-0.906;9.996;0.215;-0.905;5.878;1.776;0.173;10.339;0.272;-0.906;9.996;0.215;2.225;15.032;0.577;2.603;12.111;0.418;0.283;13.322;0.199;0.409;15.451;0.012;0.865;14.852;0.892;2.225;15.032;0.577;0.409;15.451;0.012;0.467;16.267;1.537;2.603;12.111;0.418;2.742;9.663;0.648;-2.488;12.124;0.214;-2.678;9.694;0.851;0.173;10.339;0.272;0.181;10.971;-0.069;1.25;9.988;0.248;0.916;5.617;-0.187;0.181;10.971;-0.069;0.283;13.322;0.199;-0.272;14.909;0.776;-1.642;14.849;0.456;-0.905;5.878;1.776;-1.018;1.746;-0.701;0.916;5.617;-0.187;0.419;1.205;-2.136;0.173;10.339;0.272;1.25;9.988;0.248
-1.599;14.867;0.677;-2.44;12.146;0.368;-0.856;10.024;0.362;-0.821;6.013;2.183;0.223;10.366;0.419;-0.856;10.024;0.362;2.267;15.052;0.809;2.677;12.137;0.619;0.332;13.344;0.394;0.453;15.476;0.25;0.907;14.861;1.119;2.267;15.052;0.809;0.453;15.476;0.25;0.508;16.27;1.786;2.677;12.137;0.619;2.818;9.689;0.854;-2.44;12.146;0.368;-2.65;9.694;0.903;0.223;10.366;0.419;0.231;10.998;0.078;1.3;10.015;0.396;0.967;5.657;-0.154;0.231;10.998;0.078;0.332;13.344;0.394;-0.23;14.917;1.0;-1.599;14.867;0.677;-0.821;6.013;2.183;-0.842;1.769;-0.099;0.967;5.657;-0.154;0.449;1.262;-2.135;0.223;10.366;0.419;1.3;10.015;0.396
-1.545;14.869;0.903;-2.387;12.16;0.514;-0.82;10.021;0.534;-0.732;6.114;2.566;0.259;10.363;0.588;-0.82;10.021;0.534;2.321;15.034;1.053;2.747;12.122;0.857;0.382;13.334;0.605;0.511;15.468;0.492;0.96;14.838;1.355;2.321;15.034;1.053;0.511;15.468;0.492;0.569;16.25;2.035;2.747;12.122;0.857;2.87;9.677;1.125;-2.387;12.16;0.514;-2.625;9.688;0.937;0.259;10.363;0.588;0.266;10.996;0.248;1.336;10.012;0.562;1.0;5.671;-0.109;0.266;10.996;0.248;0.382;13.334;0.605;-0.176;14.901;1.232;-1.545;14.869;0.903;-0.732;6.114;2.566;-0.638;1.656;0.739;1.0;5.671;-0.109;0.452;1.299;-2.134;0.259;10.363;0.588;1.336;10.012;0.562
-1.514;14.835;1.173;-2.346;12.136;0.699;-0.791;9.991;0.737;-0.669;6.158;2.902;0.288;10.333;0.787;-0.791;9.991;0.737;2.351;15.002;1.319;2.804;12.094;1.124;0.417;13.297;0.85;0.538;15.433;0.768;0.991;14.793;1.62;2.351;15.002;1.319;0.538;15.433;0.768;0.596;16.2;2.318;2.804;12.094;1.124;2.912;9.654;1.445;-2.346;12.136;0.699;-2.601;9.648;0.999;0.288;10.333;0.787;0.294;10.966;0.447;1.365;9.982;0.756;1.026;5.663;-0.04;0.294;10.966;0.447;0.417;13.297;0.85;-0.145;14.852;1.501;-1.514;14.835;1.173;-0.669;6.158;2.902;-0.474;1.497;1.693;1.026;5.663;-0.04;0.454;1.325;-2.13;0.288;10.333;0.787;1.365;9.982;0.756
-1.483;14.778;1.461;-2.31;12.092;0.906;-0.761;9.938;0.953;-0.628;6.156;3.207;0.319;10.279;1.001;-0.761;9.938;0.953;2.381;14.944;1.599;2.858;12.039;1.419;0.453;13.234;1.114;0.567;15.371;1.057;1.024;14.722;1.9;2.381;14.944;1.599;0.567;15.371;1.057;0.626;16.126;2.613;2.858;12.039;1.419;2.943;9.608;1.812;-2.31;12.092;0.906;-2.587;9.595;1.082;0.319;10.279;1.001;0.324;10.913;0.662;1.396;9.928;0.966;1.07;5.63;0.06;0.324;10.913;0.662;0.453;13.234;1.114;-0.113;14.78;1.784;-1.483;14.778;1.461;-0.628;6.156;3.207;-0.347;1.37;2.719;1.07;5.63;0.06;0.496;1.321;-2.088;0.319;10.279;1.001;1.396;9.928;0.966
-1.455;14.706;1.819;-2.268;12.034;1.183;-0.726;9.872;1.265;-0.582;6.111;3.553;0.354;10.214;1.303;-0.726;9.872;1.265;2.408;14.883;1.93;2.902;11.98;1.76;0.489;13.162;1.453;0.587;15.3;1.406;1.055;14.651;2.242;2.408;14.883;1.93;0.587;15.3;1.406;0.651;16.056;2.962;2.902;11.98;1.76;2.966;9.56;2.216;-2.268;12.034;1.183;-2.566;9.533;1.225;0.354;10.214;1.303;0.356;10.848;0.965;1.431;9.862;1.256;1.07;5.602;0.198;0.356;10.848;0.965;0.489;13.162;1.453;-0.083;14.7;2.136;-1.455;14.706;1.819;-0.582;6.111;3.553;-0.236;1.308;3.729;1.07;5.602;0.198;0.448;1.387;-2.117;0.354;10.214;1.303;1.431;9.862;1.256
-1.444;14.625;2.18;-2.238;11.968;1.464;-0.712;9.799;1.585;-0.543;6.042;3.878;0.368;10.14;1.612;-0.712;9.799;1.585;2.418;14.799;2.293;2.924;11.897;2.136;0.502;13.081;1.803;0.593;15.22;1.774;1.065;14.564;2.604;2.418;14.799;2.293;0.593;15.22;1.774;0.66;15.966;3.334;2.924;11.897;2.136;2.963;9.487;2.642;-2.238;11.968;1.464;-2.552;9.47;1.386;0.368;10.14;1.612;0.366;10.776;1.277;1.444;9.789;1.554;1.072;5.562;0.374;0.366;10.776;1.277;0.502;13.081;1.803;-0.073;14.611;2.5;-1.444;14.625;2.18;-0.543;6.042;3.878;-0.131;1.286;4.538;1.072;5.562;0.374;0.432;1.436;-2.093;0.368;10.14;1.612;1.444;9.789;1.554
