right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z
-1.84;14.941;0.032;-2.635;12.19;-0.043;-1.061;9.954;-0.035;-0.888;5.629;0.78;0.0;10.351;0.0;-1.061;9.954;-0.035;2.016;15.083;-0.084;2.638;12.237;-0.545;0.075;13.344;-0.163;0.124;15.45;-0.542;0.68;14.939;0.336;2.016;15.083;-0.084;0.124;15.45;-0.542;0.16;16.29;0.971;2.638;12.237;-0.545;2.663;9.814;-0.099;-2.635;12.19;-0.043;-2.835;9.738;0.495;0.0;10.351;0.0;-0.032;10.984;-0.338;1.093;10.056;-0.048;0.72;5.711;-0.669;-0.032;10.984;-0.338;0.075;13.344;-0.163;-0.464;14.964;0.329;-1.84;14.941;0.032;-0.888;5.629;0.78;-0.956;1.393;-1.516;0.72;5.711;-0.669;0.127;1.155;-2.218;0.0;10.351;0.0;1.093;10.056;-0.048
-1.795;14.946;0.238;-2.594;12.199;0.103;-1.047;9.976;0.107;-0.817;5.708;1.168;0.019;10.357;0.14;-1.047;9.976;0.107;2.062;15.079;0.143;2.677;12.235;-0.34;0.117;13.349;0.026;0.174;15.461;-0.319;0.724;14.934;0.553;2.062;15.079;0.143;0.174;15.461;-0.319;0.208;16.283;1.203;2.677;12.235;-0.34;2.697;9.807;0.076;-2.594;12.199;0.103;-2.802;9.738;0.596;0.019;10.357;0.14;-0.004;10.994;-0.193;1.108;10.046;0.086;0.718;5.712;-0.592;-0.004;10.994;-0.193;0.117;13.349;0.026;-0.42;14.962;0.541;-1.795;14.946;0.238;-0.817;5.708;1.168;-0.886;1.47;-1.126;0.718;5.712;-0.592;0.105;1.184;-2.217;0.019;10.357;0.14;1.108;10.046;0.086
-1.752;14.946;0.461;-2.556;12.204;0.264;-1.028;9.998;0.261;-0.75;5.807;1.587;0.044;10.364;0.298;-1.028;9.998;0.261;2.106;15.091;0.399;2.729;12.257;-0.131;0.164;13.353;0.235;0.22;15.471;-0.074;0.764;14.93;0.794;2.106;15.091;0.399;0.22;15.471;-0.074;0.248;16.275;1.458;2.729;12.257;-0.131;2.75;9.821;0.237;-2.556;12.204;0.264;-2.772;9.734;0.708;0.044;10.364;0.298;0.028;11.004;-0.03;1.128;10.039;0.24;0.739;5.715;-0.504;0.028;11.004;-0.03;0.164;13.353;0.235;-0.38;14.958;0.773;-1.752;14.946;0.461;-0.75;5.807;1.587;-0.76;1.46;-0.495;0.739;5.715;-0.504;0.126;1.219;-2.213;0.044;10.364;0.298;1.128;10.039;0.24
-1.689;14.928;0.76;-2.507;12.199;0.463;-1.008;10.0;0.444;-0.709;5.899;2.022;0.069;10.35;0.491;-1.008;10.0;0.444;2.171;15.065;0.767;2.79;12.246;0.16;0.225;13.333;0.516;0.295;15.459;0.272;0.822;14.889;1.132;2.171;15.065;0.767;0.295;15.459;0.272;0.302;16.24;1.816;2.79;12.246;0.16;2.787;9.801;0.459;-2.507;12.199;0.463;-2.746;9.719;0.831;0.069;10.35;0.491;0.064;10.995;0.174;1.149;10.011;0.434;0.754;5.702;-0.392;0.064;10.995;0.174;0.225;13.333;0.516;-0.321;14.923;1.093;-1.689;14.928;0.76;-0.709;5.899;2.022;-0.612;1.375;0.363;0.754;5.702;-0.392;0.138;1.247;-2.203;0.069;10.35;0.491;1.149;10.011;0.434
-1.641;14.894;1.08;-2.471;12.181;0.687;-0.987;9.987;0.647;-0.672;5.981;2.452;0.093;10.324;0.705;-0.987;9.987;0.647;2.218;15.036;1.104;2.845;12.229;0.453;0.275;13.301;0.802;0.346;15.432;0.61;0.869;14.842;1.459;2.218;15.036;1.104;0.346;15.432;0.61;0.342;16.197;2.162;2.845;12.229;0.453;2.833;9.78;0.725;-2.471;12.181;0.687;-2.727;9.691;0.971;0.093;10.324;0.705;0.097;10.974;0.398;1.169;9.973;0.648;0.764;5.683;-0.263;0.097;10.974;0.398;0.275;13.301;0.802;-0.274;14.876;1.415;-1.641;14.894;1.08;-0.672;5.981;2.452;-0.432;1.298;1.343;0.764;5.683;-0.263;0.142;1.279;-2.195;0.093;10.324;0.705;1.169;9.973;0.648
-1.592;14.832;1.451;-2.44;12.142;0.953;-0.959;9.939;0.877;-0.644;6.025;2.872;0.123;10.267;0.947;-0.959;9.939;0.877;2.267;14.97;1.466;2.896;12.173;0.772;0.324;13.236;1.123;0.397;15.371;0.986;0.921;14.759;1.818;2.267;14.97;1.466;0.397;15.371;0.986;0.39;16.117;2.548;2.896;12.173;0.772;2.872;9.722;1.02;-2.44;12.142;0.953;-2.714;9.645;1.138;0.123;10.267;0.947;0.134;10.922;0.652;1.197;9.909;0.888;0.776;5.642;-0.118;0.134;10.922;0.652;0.324;13.236;1.123;-0.222;14.795;1.777;-1.592;14.832;1.451;-0.644;6.025;2.872;-0.256;1.241;2.445;0.776;5.642;-0.118;0.141;1.3;-2.182;0.123;10.267;0.947;1.197;9.909;0.888
-1.55;14.759;1.843;-2.403;12.092;1.242;-0.928;9.878;1.173;-0.619;6.04;3.312;0.155;10.199;1.253;-0.928;9.878;1.173;2.307;14.891;1.884;2.944;12.108;1.142;0.366;13.161;1.492;0.443;15.299;1.401;0.959;14.668;2.224;2.307;14.891;1.884;0.443;15.299;1.401;0.423;16.026;2.971;2.944;12.108;1.142;2.922;9.653;1.347;-2.403;12.092;1.242;-2.693;9.591;1.33;0.155;10.199;1.253;0.17;10.859;0.97;1.227;9.837;1.192;0.785;5.601;0.068;0.17;10.859;0.97;0.366;13.161;1.492;-0.183;14.707;2.176;-1.55;14.759;1.843;-0.619;6.04;3.312;-0.109;1.255;3.57;0.785;5.601;0.068;0.143;1.359;-2.193;0.155;10.199;1.253;1.227;9.837;1.192
-1.523;14.666;2.257;-2.371;12.017;1.575;-0.905;9.795;1.513;-0.582;6.017;3.754;0.18;10.111;1.595;-0.905;9.795;1.513;2.33;14.794;2.272;2.967;12.013;1.524;0.39;13.069;1.876;0.467;15.208;1.817;0.987;14.565;2.627;2.33;14.794;2.272;0.467;15.208;1.817;0.457;15.917;3.395;2.967;12.013;1.524;2.958;9.557;1.725;-2.371;12.017;1.575;-2.67;9.516;1.572;0.18;10.111;1.595;0.197;10.775;1.321;1.251;9.745;1.525;0.797;5.538;0.3;0.197;10.775;1.321;0.39;13.069;1.876;-0.156;14.605;2.585;-1.523;14.666;2.257;-0.582;6.017;3.754;0.021;1.308;4.583;0.797;5.538;0.3;0.164;1.413;-2.168;0.18;10.111;1.595;1.251;9.745;1.525
-1.494;14.565;2.721;-2.332;11.936;1.955;-0.885;9.713;1.929;-0.52;5.959;4.205;0.204;10.017;2.001;-0.885;9.713;1.929;2.358;14.687;2.737;2.997;11.913;1.967;0.419;12.971;2.323;0.496;15.11;2.291;1.016;14.457;3.094;2.358;14.687;2.737;0.496;15.11;2.291;0.489;15.807;3.875;2.997;11.913;1.967;3.0;9.455;2.139;-2.332;11.936;1.955;-2.645;9.439;1.854;0.204;10.017;2.001;0.224;10.685;1.736;1.27;9.643;1.912;0.792;5.467;0.594;0.224;10.685;1.736;0.419;12.971;2.323;-0.127;14.497;3.052;-1.494;14.565;2.721;-0.52;5.959;4.205;0.152;1.325;5.344;0.792;5.467;0.594;0.155;1.506;-2.129;0.204;10.017;2.001;1.27;9.643;1.912
-1.481;14.487;3.226;-2.297;11.871;2.392;-0.867;9.659;2.409;-0.453;5.869;4.614;0.226;9.953;2.459;-0.867;9.659;2.409;2.371;14.617;3.241;3.015;11.846;2.461;0.437;12.905;2.816;0.506;15.044;2.802;1.029;14.387;3.598;2.371;14.617;3.241;0.506;15.044;2.802;0.506;15.737;4.387;3.015;11.846;2.461;3.036;9.388;2.609;-2.297;11.871;2.392;-2.615;9.38;2.197;0.226;9.953;2.459;0.245;10.625;2.204;1.286;9.571;2.34;0.812;5.421;0.944;0.245;10.625;2.204;0.437;12.905;2.816;-0.114;14.423;3.557;-1.481;14.487;3.226;-0.453;5.869;4.614;0.249;1.226;5.699;0.812;5.421;0.944;0.191;1.674;-2.071;0.226;9.953;2.459;1.286;9.571;2.34
